Species_rep	Phylum	Class	Order	Family	Genus	Species
MGYG-HGUT-02379	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
MGYG-HGUT-04047	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp001916035
MGYG-HGUT-01918	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-04392	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-02572	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	
MGYG-HGUT-00377	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
MGYG-HGUT-00938	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	
MGYG-HGUT-02711	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00791	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-00378	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-04171	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae		
MGYG-HGUT-04120	Firmicutes	Bacilli	RF39	CAG-822		
MGYG-HGUT-00380	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	
MGYG-HGUT-03910	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
MGYG-HGUT-04162	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	
MGYG-HGUT-01879	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00451	Bacteroidota	Bacteroidia	Flavobacteriales	UBA1820	UBA1820	UBA1820 sp002314265
MGYG-HGUT-00381	Firmicutes	Bacilli	RF39	CAG-1000	CAG-628	
MGYG-HGUT-00382	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-00383	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	
MGYG-HGUT-00384	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	
MGYG-HGUT-00385	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	
MGYG-HGUT-00413	Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae	UBA7185	
MGYG-HGUT-01331	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter formigenes
MGYG-HGUT-01649	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409	
MGYG-HGUT-04411	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-00425	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-04025	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	CAG-582 sp000435515
MGYG-HGUT-04132	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-02060	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp003525905
MGYG-HGUT-00386	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00387	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-04433	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
MGYG-HGUT-00841	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
MGYG-HGUT-00537	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-00388	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-02581	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp001916065
MGYG-HGUT-04236	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00389	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
MGYG-HGUT-01178	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	
MGYG-HGUT-04063	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	
MGYG-HGUT-04224	Firmicutes_A	Clostridia	Lachnospirales	UBA1390	UBA1390	
MGYG-HGUT-00520	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	
MGYG-HGUT-04420	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	RUG841	RUG841 sp900313795
MGYG-HGUT-02300	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cutis
MGYG-HGUT-00441	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	
MGYG-HGUT-00452	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp002159975
MGYG-HGUT-02412	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia timonensis
MGYG-HGUT-00390	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00391	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA11475	UBA11475 sp003538975
MGYG-HGUT-00392	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003521625
MGYG-HGUT-00493	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883 sp002103075
MGYG-HGUT-02873	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
MGYG-HGUT-01115	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
MGYG-HGUT-00821	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-00393	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-04468	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-01784	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella sp003150275
MGYG-HGUT-01939	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-00394	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
MGYG-HGUT-02336	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505
MGYG-HGUT-00396	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-02607	Firmicutes	Bacilli	RF39	CAG-822	CAG-878	CAG-878 sp000432255
MGYG-HGUT-00397	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-01184	Firmicutes	Bacilli	RF39	CAG-611	UBA7057	
MGYG-HGUT-02571	Firmicutes_A	Clostridia	TANB77	UBA1234		
MGYG-HGUT-00398	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	
MGYG-HGUT-03284	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-02723	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00399	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-03226	Firmicutes_A	Clostridia	4C28d-15	CAG-727	QALS01	
MGYG-HGUT-04052	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-04088	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-04475	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-00401	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA4626	
MGYG-HGUT-04425	Firmicutes	Bacilli	RFN20	CAG-826	CAG-826	CAG-826 sp000437235
MGYG-HGUT-02880	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-04252	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NK3B98	
MGYG-HGUT-00402	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	GCA-900066995	
MGYG-HGUT-00403	Firmicutes_A	Clostridia	Monoglobales	UBA1381	UBA4716	
MGYG-HGUT-01757	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-00407	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA9845	
MGYG-HGUT-04237	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp000434335
MGYG-HGUT-01230	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-00435	Firmicutes	Bacilli	RFN20	CAG-826	RUG131	
MGYG-HGUT-00408	Cyanobacteria	Vampirovibrionia	Gastranaerophilales			
MGYG-HGUT-00410	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp002102825
MGYG-HGUT-01913	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00427	Firmicutes	Bacilli	RFN20	CAG-449	CAG-449	CAG-449 sp000432895
MGYG-HGUT-04108	Firmicutes_A	Clostridia	Oscillospirales	CAG-382		
MGYG-HGUT-01765	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	CAG-448	CAG-448 sp000433415
MGYG-HGUT-00732	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-245	
MGYG-HGUT-00411	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	
MGYG-HGUT-04369	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp000435595
MGYG-HGUT-00679	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-00446	Firmicutes	Bacilli	RF39	CAG-822		
MGYG-HGUT-00415	Bacteroidota	Bacteroidia	Bacteroidales	UBA11471	UBA11471	
MGYG-HGUT-04494	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000437215
MGYG-HGUT-01901	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	CAG-557 sp000435275
MGYG-HGUT-04012	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	
MGYG-HGUT-00416	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	
MGYG-HGUT-02125	Firmicutes_A	Clostridia	4C28d-15	CAG-552		
MGYG-HGUT-03215	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03959	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-04376	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-04371	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251385
MGYG-HGUT-04518	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp002103105
MGYG-HGUT-00420	Firmicutes_A	Clostridia	Lachnospirales			
MGYG-HGUT-00421	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-00422	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	
MGYG-HGUT-04039	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-00423	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	
MGYG-HGUT-02724	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-00424	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	
MGYG-HGUT-00685	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	
MGYG-HGUT-00510	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-01806	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-00426	Firmicutes	Bacilli	RF39	CAG-822	RUG832	
MGYG-HGUT-02781	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-01680	Firmicutes_A	Clostridia	4C28d-15	CAG-552	UBA10677	
MGYG-HGUT-00428	Firmicutes_A	Clostridia	4C28d-15	CAG-552		
MGYG-HGUT-00470	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
MGYG-HGUT-00430	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000	
MGYG-HGUT-04486	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp003533405
MGYG-HGUT-00432	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-00433	Firmicutes	Bacilli	ML615J-28	CAG-313	UBA1737	
MGYG-HGUT-00434	Firmicutes	Bacilli	RF39	CAG-611	CAG-611	
MGYG-HGUT-03017	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-04319	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000438355
MGYG-HGUT-03004	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus sp001305115
MGYG-HGUT-02697	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00437	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp001941065
MGYG-HGUT-01608	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Gabonibacter	
MGYG-HGUT-00438	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000433095
MGYG-HGUT-00439	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
MGYG-HGUT-02260	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-00440	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	
MGYG-HGUT-00983	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
MGYG-HGUT-04185	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-02177	Firmicutes_A	Clostridia	TANB77	CAG-508		
MGYG-HGUT-00442	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	CAG-462 sp003489705
MGYG-HGUT-00443	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-04071	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-00528	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-03832	Firmicutes	Bacilli	RF39	UBA5348	CAG-1193	CAG-1193 sp000436255
MGYG-HGUT-00491	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp003258735
MGYG-HGUT-00445	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-02870	Firmicutes	Bacilli	RF39	CAG-1000	CAG-605	
MGYG-HGUT-00447	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	
MGYG-HGUT-01577	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	
MGYG-HGUT-00448	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	
MGYG-HGUT-00506	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-00449	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000438255
MGYG-HGUT-04385	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
MGYG-HGUT-00450	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-04453	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-02583	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp000434015
MGYG-HGUT-00453	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-01237	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-04081	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UCG-010	UCG-010 sp003150215
MGYG-HGUT-02230	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-00454	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00455	Firmicutes_A	Clostridia	UBA1212	UBA1255		
MGYG-HGUT-00456	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03972	Firmicutes_A	Clostridia	Christensenellales	QALW01	QALW01	QALW01 sp003150515
MGYG-HGUT-00668	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	
MGYG-HGUT-00458	Firmicutes_A	Clostridia	4C28d-15	CAG-314	CAG-314	
MGYG-HGUT-00459	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA5489	
MGYG-HGUT-03875	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-04456	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-00715	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-04390	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002265625
MGYG-HGUT-00695	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
MGYG-HGUT-00600	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	CAG-791 sp000431495
MGYG-HGUT-03476	Firmicutes	Bacilli	RFN20	CAG-288	UBA7642	
MGYG-HGUT-02922	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03451	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	
MGYG-HGUT-03409	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-04412	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900313295
MGYG-HGUT-02208	Firmicutes	Bacilli	RF39	CAG-302	RUG705	
MGYG-HGUT-01156	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-00722	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-00475	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-00942	Firmicutes_A	Clostridia	4C28d-15	CAG-314		
MGYG-HGUT-03479	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	
MGYG-HGUT-00461	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA11517	
MGYG-HGUT-00663	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-00462	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		
MGYG-HGUT-00496	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000	
MGYG-HGUT-03580	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-00499	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03465	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	CAG-841	
MGYG-HGUT-03449	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	CAG-312 sp002405555
MGYG-HGUT-03971	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium sp002299625
MGYG-HGUT-02242	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema succinifaciens
MGYG-HGUT-02289	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus sp000433075
MGYG-HGUT-04492	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae		
MGYG-HGUT-03484	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	RUG806	RUG806 sp900313475
MGYG-HGUT-00490	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	
MGYG-HGUT-01191	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae		
MGYG-HGUT-03483	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA3624	
MGYG-HGUT-00596	Verrucomicrobiota	Lentisphaeria	UBA1407	UBA1407	UBA1724	
MGYG-HGUT-00464	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	QHMH01	QHMH01 sp003258795
MGYG-HGUT-00535	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	
MGYG-HGUT-00465	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	
MGYG-HGUT-00466	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-00467	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae		
MGYG-HGUT-04339	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71	
MGYG-HGUT-01647	Firmicutes_A	Clostridia	TANB77	CAG-508		
MGYG-HGUT-00538	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	
MGYG-HGUT-03412	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00483	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-02113	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	
MGYG-HGUT-04437	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-02930	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-00468	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-00469	Firmicutes	Bacilli	RF39	CAG-302	UBA6414	
MGYG-HGUT-00631	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002299635
MGYG-HGUT-00534	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-02108	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900290275
MGYG-HGUT-03292	Firmicutes	Bacilli	RFN20	CAG-288	UBA7642	
MGYG-HGUT-02056	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp000432175
MGYG-HGUT-00492	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-04535	Firmicutes_A	Clostridia	4C28d-15	CAG-552	UBA10677	
MGYG-HGUT-03418	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00696	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-00584	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03475	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae		
MGYG-HGUT-03482	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas bovis
MGYG-HGUT-00525	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-03408	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA11517	
MGYG-HGUT-00507	Proteobacteria	Alphaproteobacteria	RF32	CAG-977	UBA2903	
MGYG-HGUT-01630	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-00539	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	
MGYG-HGUT-02133	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436915
MGYG-HGUT-00485	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	
MGYG-HGUT-01745	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	
MGYG-HGUT-03454	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Ruminobacter	
MGYG-HGUT-00531	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03288	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-00755	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
MGYG-HGUT-00707	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03507	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	
MGYG-HGUT-01308	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius
MGYG-HGUT-00836	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	UBA10281 sp000437515
MGYG-HGUT-03477	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus timonensis
MGYG-HGUT-02664	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA3388	
MGYG-HGUT-04205	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-00471	Firmicutes	Bacilli	RFN20	CAG-288	UBA7642	
MGYG-HGUT-01855	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	CAG-632 sp000431515
MGYG-HGUT-04395	Firmicutes	Bacilli	RF39	CAG-433	CAG-594	
MGYG-HGUT-04632	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002300055
MGYG-HGUT-00639	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	
MGYG-HGUT-00472	Firmicutes_A	Clostridia	4C28d-15			
MGYG-HGUT-03974	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-452	
MGYG-HGUT-02061	Firmicutes_A	Clostridia	Oscillospirales	QAMX01	QAMX01	
MGYG-HGUT-00473	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-00474	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
MGYG-HGUT-00527	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-04248	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000436735
MGYG-HGUT-03461	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-00604	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	
MGYG-HGUT-04491	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-02605	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA6984	UBA6984 sp003258725
MGYG-HGUT-00548	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
