Species_rep	Phylum	Class	Order	Family	Genus	Species
MGYG-HGUT-01769	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434915
MGYG-HGUT-04276	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	
MGYG-HGUT-03457	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	UBA9732	UBA9732 sp001940825
MGYG-HGUT-04548	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-02104	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp003150175
MGYG-HGUT-01023	Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae		
MGYG-HGUT-00654	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae		
MGYG-HGUT-04525	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-01938	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp001701165
MGYG-HGUT-01225	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	
MGYG-HGUT-03584	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-02584	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	
MGYG-HGUT-00476	Firmicutes_A	Clostridia	Oscillospirales	CAG-382		
MGYG-HGUT-00710	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-00477	Firmicutes_A	Clostridia	TANB77	UBA1234		
MGYG-HGUT-03967	Firmicutes_A	Clostridia	Christensenellales	QALW01		
MGYG-HGUT-00532	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615
MGYG-HGUT-00700	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	
MGYG-HGUT-01025	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-04435	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA7597	
MGYG-HGUT-03452	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium
MGYG-HGUT-03487	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	
MGYG-HGUT-00692	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-03551	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	
MGYG-HGUT-04508	Firmicutes	Bacilli	RF39	CAG-302	UBA6414	
MGYG-HGUT-01846	Firmicutes_A	Clostridia	4C28d-15	CAG-314	CAG-1435	
MGYG-HGUT-01963	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp000434735
MGYG-HGUT-03485	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-00864	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	
MGYG-HGUT-00479	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	
MGYG-HGUT-04282	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp000434695
MGYG-HGUT-00480	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	
MGYG-HGUT-00690	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp000431135
MGYG-HGUT-00481	Firmicutes_A	Clostridia	Oscillospirales			
MGYG-HGUT-00542	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	
MGYG-HGUT-03552	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	
MGYG-HGUT-02601	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-02502	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
MGYG-HGUT-02102	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	
MGYG-HGUT-04370	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	CAG-484 sp900321895
MGYG-HGUT-03460	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-00686	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	
MGYG-HGUT-04254	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	
MGYG-HGUT-04447	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	CAG-460 sp000438075
MGYG-HGUT-01206	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00742	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	
MGYG-HGUT-02033	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp900155425
MGYG-HGUT-00482	Firmicutes_A	Clostridia	TANB77	CAG-508		
MGYG-HGUT-04051	Firmicutes	Bacilli	RF39	CAG-302		
MGYG-HGUT-03597	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	
MGYG-HGUT-03595	Firmicutes_A	Clostridia	Monoglobales	UBA1381		
MGYG-HGUT-03596	Firmicutes_A	Clostridia	4C28d-15			
MGYG-HGUT-03503	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA11475	UBA11475 sp003538975
MGYG-HGUT-03981	Firmicutes	Bacilli	RF39	CAG-611	CAG-877	
MGYG-HGUT-00544	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	
MGYG-HGUT-00618	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	
MGYG-HGUT-02641	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp003449675
MGYG-HGUT-00773	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	
MGYG-HGUT-04573	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp002633315
MGYG-HGUT-00486	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	
MGYG-HGUT-00887	Firmicutes	Bacilli	RF39	CAG-302	CAG-914	CAG-914 sp000437895
MGYG-HGUT-01664	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
MGYG-HGUT-04262	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-00533	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	
MGYG-HGUT-00884	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900317855
MGYG-HGUT-00500	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-02573	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-00487	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	
MGYG-HGUT-00573	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
MGYG-HGUT-00488	Firmicutes	Bacilli	Acholeplasmatales	CAG-307	UBA7004	
MGYG-HGUT-00489	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	
MGYG-HGUT-03581	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03582	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07	
MGYG-HGUT-03583	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-00494	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-04362	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-00495	Firmicutes_A	Clostridia	Monoglobales			
MGYG-HGUT-02181	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp000431155
MGYG-HGUT-00972	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00497	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312		
MGYG-HGUT-03488	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	
MGYG-HGUT-03410	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-00498	Firmicutes	Bacilli	RF39	CAG-611		
MGYG-HGUT-00529	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
MGYG-HGUT-02499	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter nimipressuralis
MGYG-HGUT-02248	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	
MGYG-HGUT-03463	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	
MGYG-HGUT-03442	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	
MGYG-HGUT-02059	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
MGYG-HGUT-03459	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-03944	Firmicutes	Bacilli	RF39	CAG-822	CAG-884	CAG-884 sp000433875
MGYG-HGUT-04226	Firmicutes	Bacilli	RF39	CAG-1000	CAG-533	
MGYG-HGUT-00501	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	
MGYG-HGUT-03310	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA10281	
MGYG-HGUT-03325	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc lactis
MGYG-HGUT-00726	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	
MGYG-HGUT-00503	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
MGYG-HGUT-03455	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71	
MGYG-HGUT-00505	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03550	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
MGYG-HGUT-01220	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae		
MGYG-HGUT-03954	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	
MGYG-HGUT-00583	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
MGYG-HGUT-00509	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae		
MGYG-HGUT-02536	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas	Plesiomonas shigelloides
MGYG-HGUT-00512	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
MGYG-HGUT-00513	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter fennelliae
MGYG-HGUT-00514	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	
MGYG-HGUT-01116	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-00515	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882	
MGYG-HGUT-00516	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-04612	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA946	
MGYG-HGUT-00517	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		
MGYG-HGUT-00518	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	
MGYG-HGUT-03464	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA4626	
MGYG-HGUT-00521	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-452	
MGYG-HGUT-00547	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	
MGYG-HGUT-00622	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	
MGYG-HGUT-02625	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
MGYG-HGUT-03417	Firmicutes_A	Clostridia	Christensenellales	CAG-74		
MGYG-HGUT-00522	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
MGYG-HGUT-01881	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
MGYG-HGUT-00523	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
MGYG-HGUT-04149	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	
MGYG-HGUT-00701	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-02559	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
MGYG-HGUT-00526	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03458	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	
MGYG-HGUT-01668	Firmicutes_A	Clostridia	4C28d-15	CAG-727	UBA1259	
MGYG-HGUT-03509	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	
MGYG-HGUT-00536	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	
MGYG-HGUT-02123	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-04201	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-03489	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
MGYG-HGUT-04569	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	
MGYG-HGUT-00540	Firmicutes	Bacilli	RF39	CAG-302	CAG-762	CAG-762 sp000432575
MGYG-HGUT-00541	Eremiobacterota	UBP9	UBA4705	UBA4705	UBA4705	
MGYG-HGUT-01051	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-01640	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	
MGYG-HGUT-02143	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	
MGYG-HGUT-00545	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	
MGYG-HGUT-02498	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
MGYG-HGUT-00546	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp003483745
MGYG-HGUT-03675	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
MGYG-HGUT-03505	Proteobacteria	Alphaproteobacteria	RF32	CAG-977	CAG-977	
MGYG-HGUT-02510	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae
MGYG-HGUT-00810	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-00912	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-01401	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella parvirubra
MGYG-HGUT-03923	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00909	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-00918	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-00550	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp002160305
MGYG-HGUT-03916	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03992	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	43-108	43-108 sp001915545
MGYG-HGUT-00551	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
MGYG-HGUT-00552	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	
MGYG-HGUT-00553	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-02960	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-00567	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp000437635
MGYG-HGUT-00554	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
MGYG-HGUT-00555	Firmicutes_A	Clostridia	Lachnospirales	Cellulosilyticaceae	Cellulosilyticum	
MGYG-HGUT-02962	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
MGYG-HGUT-03073	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00556	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00568	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	
MGYG-HGUT-00557	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-00558	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	
MGYG-HGUT-01152	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-04257	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	
MGYG-HGUT-01058	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6398	
MGYG-HGUT-02278	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium ramulus
MGYG-HGUT-01983	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp000436875
MGYG-HGUT-03069	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum
MGYG-HGUT-03072	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus amylolyticus
MGYG-HGUT-00781	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-00559	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	
MGYG-HGUT-03901	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-02961	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-01614	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp002329575
MGYG-HGUT-02627	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae		
MGYG-HGUT-03344	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	
MGYG-HGUT-04513	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	
MGYG-HGUT-02634	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
MGYG-HGUT-00560	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
MGYG-HGUT-03696	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-01862	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	
MGYG-HGUT-01144	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-03962	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71	
MGYG-HGUT-02275	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	
MGYG-HGUT-00652	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides togonis
MGYG-HGUT-02703	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	
MGYG-HGUT-03701	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-00563	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00564	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-00782	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae		
MGYG-HGUT-02568	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-01556	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus massiliensis
MGYG-HGUT-00565	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00566	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
MGYG-HGUT-02780	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	
MGYG-HGUT-00569	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
MGYG-HGUT-00570	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00571	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia turicensis
MGYG-HGUT-00579	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-01569	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	Eubacterium coprostanoligenes
MGYG-HGUT-00636	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
MGYG-HGUT-00572	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	
MGYG-HGUT-04260	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
MGYG-HGUT-00645	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00590	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	
MGYG-HGUT-00574	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-00585	Actinobacteriota	Coriobacteriia	Coriobacteriales			
MGYG-HGUT-04404	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae
MGYG-HGUT-00576	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG-HGUT-00577	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		
MGYG-HGUT-00578	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03126	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
MGYG-HGUT-02649	Proteobacteria	Alphaproteobacteria	RF32			
MGYG-HGUT-00610	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-00602	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	
MGYG-HGUT-00643	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
MGYG-HGUT-00621	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	
MGYG-HGUT-00581	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
MGYG-HGUT-00582	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
MGYG-HGUT-00598	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-02813	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
MGYG-HGUT-00605	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-00586	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	
MGYG-HGUT-00587	Firmicutes_A	Clostridia	Monoglobales	UBA1381		
MGYG-HGUT-00611	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
MGYG-HGUT-04439	Firmicutes_A	Clostridia	Monoglobales			
MGYG-HGUT-00617	Proteobacteria	Alphaproteobacteria	RF32	CAG-239		
MGYG-HGUT-00588	Firmicutes	Bacilli	ML615J-28	CAG-313		
MGYG-HGUT-00589	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
MGYG-HGUT-01037	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	DTU089	DTU089 sp002440045
MGYG-HGUT-01010	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG-HGUT-01776	Firmicutes	Bacilli	RF39	CAG-611	UBA3789	
MGYG-HGUT-00592	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-00593	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03964	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UBA1740	
MGYG-HGUT-00594	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00595	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		
MGYG-HGUT-01259	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum sp900316935
MGYG-HGUT-00597	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
MGYG-HGUT-04064	Firmicutes_A	Clostridia	Monoglobales	UBA9506		
MGYG-HGUT-02023	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		
MGYG-HGUT-00599	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00601	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium timonense
MGYG-HGUT-02220	Firmicutes	Bacilli	Mycoplasmatales	UBA3375	UBA3375	
MGYG-HGUT-02804	Firmicutes	Bacilli	RF39	CAG-611	CAG-877	CAG-877 sp000433455
MGYG-HGUT-04271	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
MGYG-HGUT-02610	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
