BACT	Phylum	Class	Order	Family	Genus	Species	Strain
BACT_891	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	Porphyromonas uenonis 60-3
BACT_125	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus m1293
BACT_110	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 10876
BACT_119	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus BGSC 6E1
BACT_100	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus 172560W
BACT_127	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus MM3
BACT_107	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH621
BACT_130	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus R309803
BACT_113	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 4342
BACT_126	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus m1550
BACT_117	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus BDRD-ST24
BACT_118	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus BDRD-ST26
BACT_116	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus BDRD-ST196
BACT_115	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus BDRD-Cer4
BACT_101	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus 95/8201
BACT_132	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock1-3
BACT_131	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock1-15
BACT_133	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock3-28
BACT_134	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock3-42
BACT_135	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock3-44
BACT_137	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock4-2
BACT_136	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Rock4-18
BACT_121	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus F65185
BACT_106	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH603
BACT_108	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH676
BACT_103	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH1271
BACT_104	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH1273
BACT_145	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	Bacillus mycoides DSM 2048
BACT_146	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	Bacillus mycoides Rock1-4
BACT_147	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides	Bacillus pseudomycoides DSM 12442
BACT_153	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis Bt407
BACT_166	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis serovar thuringiensis str. T01001
BACT_163	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1
BACT_154	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis IBL 200
BACT_155	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis IBL 4222
BACT_593	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. Y412MC52	Geobacillus sp. Y412MC52
BACT_889	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	Porphyromonas endodontalis ATCC 35406
BACT_1278	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia pestis Pestoides A
BACT_1020	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	Ruminococcus flavefaciens FD-1
BACT_386	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	Clostridium butyricum E4 str. BoNT E BL5262
BACT_540	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		[Eubacterium] saphenum	Eubacterium saphenum ATCC 49989
BACT_649	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi	Jonquetella anthropi E3_33 E1
BACT_545	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	Faecalibacterium prausnitzii A2-165
BACT_931	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UK4	Pseudomonas sp. UK4
BACT_343	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	Chlamydia muridarum str. Weiss
BACT_675	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii 269-3
BACT_669	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri 202-4
BACT_389	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulovorans	Clostridium cellulovorans 743B
BACT_821	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. AL212	Nitrosomonas sp. AL212
BACT_600	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sp. M18	Geobacter sp. M18
BACT_1097	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	Staphylococcus warneri L37603
BACT_835	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum intermedium	Ochrobactrum intermedium LMG 3301
BACT_33	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus minor	Actinobacillus minor NM305
BACT_88	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	Asticcacaulis excentricus CB 48
BACT_17	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax delafieldii	Acidovorax delafieldii 2AN
BACT_804	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens	Neisseria flavescens SK114
BACT_479	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	Desulfovibrio vulgaris RCH1
BACT_1173	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter brockii	Thermoanaerobacter brockii subsp. finnii Ako-1
BACT_382	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum E1 str. 'BoNT E Beluga'
BACT_381	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum D str. 1873
BACT_1288						Clostridium phage D-1873	Clostridium phage D-1873
BACT_86	Cyanobacteria		Oscillatoriales		Arthrospira	Arthrospira platensis	Arthrospira platensis str. Paraca
BACT_692	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella drancourtii	Legionella drancourtii LLAP12
BACT_1077	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia exigua	Slackia exigua ATCC 700122
BACT_39	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	Actinomyces sp. oral taxon 848 str. F0332
BACT_895	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris	Prevotella oris F0302
BACT_898	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis	Prevotella veroralis F0319
BACT_702	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii	Leptotrichia hofstadii F0254
BACT_12	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus caldus	Acidithiobacillus caldus ATCC 51756
BACT_387	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	Clostridium carboxidivorans P7
BACT_591	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. Y4.1MC1	Geobacillus sp. Y4.1MC1
BACT_1016	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296
BACT_438	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium tuberculostearicum	Corynebacterium tuberculostearicum SK141
BACT_297	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae	Campylobacter showae RM3277
BACT_29	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	Acinetobacter radioresistens SK82
BACT_1219	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	Vibrio cholerae CIRS101
BACT_417	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	Ruminiclostridium thermocellum DSM 2360
BACT_933	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	Pseudomonas amygdali pv. aesculi str. 2250
BACT_69	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis	Anaerococcus vaginalis ATCC 51170
BACT_399	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] papyrosolvens	[Clostridium] papyrosolvens DSM 2782
BACT_1174	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter ethanolicus	Thermoanaerobacter ethanolicus CCSD1
BACT_937	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	Pseudomonas syringae pv. syringae FF5
BACT_288	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter gracilis	Campylobacter gracilis RM3268
BACT_1205	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii	Treponema vincentii ATCC 35580
BACT_507	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	Enhydrobacter aerosaccus	Enhydrobacter aerosaccus SK60
BACT_849	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. At-9b	Pantoea sp. At-9b
BACT_1234	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mimicus	Vibrio mimicus VM573
BACT_967	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. SW2	Rhodobacter sp. SW2
BACT_743	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum	Mesorhizobium opportunistum WSM2075
BACT_653	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884
BACT_1125	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pratensis	Streptomyces pratensis ATCC 33331
BACT_1228	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus	Vibrio coralliilyticus ATCC BAA-450
BACT_1233	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii	Vibrio metschnikovii CIP 69.14
BACT_1230	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio furnissii	Vibrio furnissii CIP 102972
BACT_857	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis	Pasteurella dagmatis ATCC 43325
BACT_896	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 472	Prevotella sp. oral taxon 472 str. F0295
BACT_1240	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. RC341	Vibrio sp. RC341
BACT_1235	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio orientalis	Vibrio orientalis CIP 102891 = ATCC 33934
BACT_727	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	Mannheimia haemolytica serotype A2 str. OVINE
BACT_701	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia goodfellowii	Leptotrichia goodfellowii F0264
BACT_1223	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	Vibrio cholerae CT 5369-93
BACT_614	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia hollisae	Grimontia hollisae CIP 101886
BACT_1241	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. RC586	Vibrio sp. RC586
BACT_608	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter medellinensis	Komagataeibacter medellinensis NBRC 3288
BACT_1044	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhi str. M223
BACT_193	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei	Bacteroides dorei 5_1_36/D4
BACT_1289	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	Achromobacter piechaudii ATCC 43553
BACT_1514	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	Streptococcus parasanguinis ATCC 15912
BACT_1336	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Peptoclostridium difficile	Peptoclostridium difficile NAP07
BACT_670	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri JV-V03
BACT_362	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium gleum	Chryseobacterium gleum ATCC 35910
BACT_1518	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	Streptococcus suis 05HAS68
BACT_712	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes FSL J2-071
BACT_1275	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia pestis biovar Mediaevalis str. K1973002
BACT_1246	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis	Victivallis vadensis ATCC BAA-548
BACT_1405	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	Haemophilus influenzae HK1212
BACT_1359	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E980
BACT_1355	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E1071
BACT_1356	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E1162
BACT_1357	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E1636
BACT_1358	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E1679
BACT_1361	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium U0317
BACT_486	Synergistetes	Synergistia	Synergistales	Synergistaceae	Dethiosulfovibrio	Dethiosulfovibrio peptidovorans	Dethiosulfovibrio peptidovorans DSM 11002
BACT_1339	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	Ruminiclostridium thermocellum JW20
BACT_705	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi	Listeria grayi DSM 20601
BACT_470	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira	Desulfonatronospira thiodismutans	Desulfonatronospira thiodismutans ASO3-1
BACT_430	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium genitalium	Corynebacterium genitalium ATCC 33030
BACT_1515	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	Streptococcus pneumoniae str. Canada MDR_19A
BACT_1516	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	Streptococcus pneumoniae str. Canada MDR_19F
BACT_1354	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium E1039
BACT_1535	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fuscans	Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122
BACT_1534	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fuscans	Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535
BACT_1443	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	Oenococcus oeni AWRIB429
BACT_1491	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus A9765
BACT_1486	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus A10102
BACT_1334	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	Chlamydia trachomatis L2tet1
BACT_1333	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	Chlamydia muridarum MopnTet14
BACT_1179	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sp. X561	Thermoanaerobacter sp. X561
BACT_1343	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii	Cylindrospermopsis raciborskii CS-505
BACT_1472	Cyanobacteria		Nostocales	Nostocaceae	Raphidiopsis	Raphidiopsis brookii	Raphidiopsis brookii D9
BACT_1487	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus A8117
BACT_1529	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus	Vibrio alginolyticus 40B
BACT_1532	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi	Vibrio harveyi 1DA3
BACT_1445	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae	Parachlamydia acanthamoebae str. Hall's coccus
BACT_1421	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	Legionella longbeachae D-4968
BACT_1506	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus MR1
BACT_1353	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium D344SRF
BACT_1433	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis 210
BACT_1335	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Citromicrobium	Citromicrobium bathyomarinum	Citromicrobium bathyomarinum JL354
BACT_1402	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	Gardnerella vaginalis AMD
BACT_1401	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	Gardnerella vaginalis 5-1
BACT_1441	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria polysaccharea	Neisseria polysaccharea ATCC 43768
BACT_1439	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	Neisseria elongata subsp. glycolytica ATCC 29315
BACT_1430	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris	Mobiluncus mulieris 28-1
BACT_1452	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	Photobacterium damselae subsp. damselae CIP 102761
BACT_1385	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli OP50
BACT_1481	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	Serratia plymuthica 4Rx13
BACT_1292	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae	Acidovorax avenae subsp. avenae ATCC 19860
