BACT	Phylum	Class	Order	Family	Genus	Species	Strain
BACT_1217	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum	Verrucomicrobium spinosum DSM 4136 = JCM 18804
BACT_917	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia stuartii	Providencia stuartii ATCC 25827
BACT_1112	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	Streptococcus infantarius subsp. infantarius ATCC BAA-102
BACT_180	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	Bacteroides intestinalis DSM 17393
BACT_632	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	Helicobacter pylori HPKX_438_AG0C1
BACT_529	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli O157:H7 str. EC4024
BACT_231	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella burgdorferi	Borrelia burgdorferi 80a
BACT_292	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	Campylobacter jejuni subsp. jejuni BH-01-0142
BACT_415	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporogenes	Clostridium sporogenes ATCC 15579
BACT_527	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia albertii	Escherichia albertii TW07627
BACT_264	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	Burkholderia ambifaria IOP40-10
BACT_270	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia graminis	Paraburkholderia graminis C4D1M
BACT_266	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	Burkholderia ambifaria MEX-5
BACT_782	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis 02_1987
BACT_404	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	Clostridium perfringens D str. JGS1721
BACT_1022	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus lactaris	Ruminococcus lactaris ATCC 29176
BACT_170	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Pedosphaera	Pedosphaera parvula	Pedosphaera parvula Ellin514
BACT_183	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius	Bacteroides plebeius DSM 17135
BACT_212	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	Bifidobacterium bifidum NCIMB 41171
BACT_627	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cinaedi	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
BACT_963	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli Kim 5
BACT_958	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli Brasil 5
BACT_957	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli 8C-3
BACT_961	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli GR56
BACT_962	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli IE4771
BACT_960	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli CIAT 894
BACT_940	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	Pseudomonas syringae pv. tomato T1
BACT_557	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. novicida FTE
BACT_605	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola sp. HTCC2999	Glaciecola sp. HTCC2999
BACT_630	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	Helicobacter pylori 98-10
BACT_631	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	Helicobacter pylori B128
BACT_1182					Thermobaculum	Thermobaculum terrenum	Thermobaculum terrenum ATCC BAA-798
BACT_452	Cyanobacteria		Chroococcales		Cyanothece	Cyanothece sp. PCC 7822	Cyanothece sp. PCC 7822
BACT_589	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. G11MC16	Geobacillus sp. G11MC16
BACT_1197	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus aquaticus	Thermus aquaticus Y51MC23
BACT_363	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter flavus	Chthoniobacter flavus Ellin428
BACT_177	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	Bacteroides eggerthii DSM 20697
BACT_913	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus penneri	Proteus penneri ATCC 35198
BACT_182	Firmicutes	Clostridia	Clostridiales			[Bacteroides] pectinophilus	[Bacteroides] pectinophilus ATCC 43243
BACT_424	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes	Coprococcus comes ATCC 27758
BACT_551	Bacteroidetes	Flavobacteriia				Flavobacteria bacterium MS024-2A	Flavobacteria bacterium MS024-2A
BACT_552	Bacteroidetes	Flavobacteriia				Flavobacteria bacterium MS024-3C	Flavobacteria bacterium MS024-3C
BACT_860	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	Pectobacterium carotovorum subsp. brasiliensis PBR1692
BACT_671	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri MV-22
BACT_766	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	Mitsuokella multacida DSM 20544
BACT_508	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	Enterobacter cancerogenus ATCC 35316
BACT_282	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	Butyrivibrio crossotus DSM 2876
BACT_397	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	Tyzzerella nexilis DSM 1787
BACT_392	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	[Clostridium] hiranonis	[Clostridium] hiranonis DSM 13275
BACT_617	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	Haemophilus influenzae 6P18H1
BACT_176	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei	Bacteroides dorei DSM 17855
BACT_65	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis	Anaerococcus hydrogenalis DSM 7454
BACT_216	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallicum	Bifidobacterium gallicum DSM 20093 = LMG 11596
BACT_419	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis	Collinsella intestinalis DSM 13280
BACT_178	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	Bacteroides finegoldii DSM 17565
BACT_420	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella stercoris	Collinsella stercoris DSM 13279
BACT_477	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger	Desulfovibrio piger ATCC 29098
BACT_916	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia rustigianii	Providencia rustigianii DSM 4541
BACT_914	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia alcalifaciens	Providencia alcalifaciens DSM 30120
BACT_221	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
BACT_214	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
BACT_1126	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ghanaensis	Streptomyces ghanaensis ATCC 14672
BACT_1122	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus J1074
BACT_344	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	Chlamydia trachomatis 70
BACT_851	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides johnsonii	Parabacteroides johnsonii DSM 18315
BACT_393	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hylemonae	[Clostridium] hylemonae DSM 15053
BACT_1001	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	Roseburia intestinalis L1-82
BACT_85	Cyanobacteria		Oscillatoriales		Arthrospira	Arthrospira maxima	Arthrospira maxima CS-328
BACT_276	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. H160	Burkholderia sp. H160
BACT_31	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ATCC 27244	Acinetobacter sp. ATCC 27244
BACT_66	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus	Anaerococcus lactolyticus ATCC 51172
BACT_436	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudogenitalium	Corynebacterium pseudogenitalium ATCC 33035
BACT_210	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	Bifidobacterium angulatum DSM 20098 = JCM 7096
BACT_535	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis	Holdemanella biformis DSM 3989
BACT_224	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	Blautia hansenii DSM 20583
BACT_1131	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces filamentosus	Streptomyces roseosporus NRRL 11379
BACT_934	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas coronafaciens	Pseudomonas coronafaciens pv. oryzae str. 1_6
BACT_1143	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense	Sulfurihydrogenibium yellowstonense SS-5
BACT_428	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	Corynebacterium amycolatum SK46
BACT_327	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena	Capnocytophaga sputigena ATCC 33612
BACT_188	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides sp. 2_1_7	Parabacteroides sp. 2_1_7
BACT_1043	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Tennessee str. CDC07-0191
BACT_777	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	Mycobacterium kansasii ATCC 12478
BACT_175	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus	Bacteroides coprophilus DSM 18228 = JCM 13818
BACT_893	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri DSM 18205
BACT_1139	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile	Subdoligranulum variabile DSM 15176
BACT_225	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	Blautia hydrogenotrophica DSM 10507
BACT_1272	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia kristensenii	Yersinia kristensenii ATCC 33638
BACT_1267	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia aldovae	Yersinia aldovae ATCC 35236
BACT_1281	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia ruckeri	Yersinia ruckeri ATCC 29473
BACT_1280	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia rohdei	Yersinia rohdei ATCC 43380
BACT_639	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	Holdemania filiformis DSM 12042
BACT_173	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	Bacteroides cellulosilyticus DSM 14838
BACT_371	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] asparagiforme	[Clostridium asparagiforme] DSM 15981
BACT_332	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	Catenibacterium mitsuokai	Catenibacterium mitsuokai DSM 15897
BACT_259	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens	Marvinbryantia formatexigens DSM 14469
BACT_572	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans	Fusobacterium gonidiaformans 3-1-5R
BACT_576	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	Fusobacterium necrophorum D12
BACT_577	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	Fusobacterium ulcerans ATCC 49185
BACT_1071	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli D9
BACT_534	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp. 4_1_40B	Escherichia sp. 4_1_40B
BACT_575	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. animalis D11
BACT_808	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	Neisseria mucosa ATCC 25996
BACT_802	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria cinerea	Neisseria cinerea ATCC 14685
BACT_585	Firmicutes	Bacilli	Bacillales		Gemella	Gemella haemolysans	Gemella haemolysans ATCC 10379
BACT_504	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Eikenella corrodens ATCC 23834
BACT_435	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	Corynebacterium matruchotii ATCC 33806
BACT_396	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] methylpentosum	[Clostridium] methylpentosum DSM 5476
BACT_803	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens	Neisseria flavescens NRL30031/H210
BACT_810	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria subflava	Neisseria subflava NJ9703
BACT_538	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii	[Eubacterium] hallii DSM 3353
BACT_806	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	Neisseria lactamica ATCC 23970
BACT_563	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium gonidiaformans	Fusobacterium gonidiaformans ATCC 25563
BACT_1136	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SPB78	Streptomyces sp. SPB78
BACT_1132	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. AA4	Streptomyces sp. AA4
BACT_1133	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. C	Streptomyces sp. C
BACT_1129	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces himastatinicus	Streptomyces himastatinicus ATCC 53653
BACT_1130	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lividans	Streptomyces lividans TK24
BACT_1137	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes	Streptomyces viridochromogenes DSM 40736
BACT_1127	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoflavus	Streptomyces griseoflavus Tu4000
BACT_90	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium rimae	Atopobium rimae ATCC 49626
BACT_37	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces coleocanis	Actinomyces coleocanis DSM 15436
BACT_40	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces urogenitalis	Actinomyces urogenitalis DSM 15434
BACT_262	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola	Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum)
BACT_1253	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Muscidifurax uniraptor	Wolbachia endosymbiont of Muscidifurax uniraptor
BACT_1091	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	Staphylococcus capitis SK14
BACT_296	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter rectus	Campylobacter rectus RM3267
BACT_1002	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	Roseburia inulinivorans DSM 16841
BACT_192	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D2	Bacteroides sp. D2
BACT_9	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp. D21	Acidaminococcus sp. D21
BACT_68	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus tetradius	Anaerococcus tetradius ATCC 35098
BACT_427	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens	Corynebacterium accolens ATCC 49725
BACT_437	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum	Corynebacterium striatum ATCC 6940
BACT_662	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus buchneri	Lactobacillus buchneri ATCC 11577
BACT_91	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium vaginae	Atopobium vaginae DSM 15829
BACT_514	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Enterococcus faecalis TX0104
BACT_528	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli 83972
BACT_672	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus hilgardii	Lactobacillus hilgardii DSM 20176 = ATCC 8290
BACT_683	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ruminis	Lactobacillus ruminis ATCC 25644
BACT_685	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ultunensis	Lactobacillus ultunensis DSM 16047
BACT_686	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus vaginalis	Lactobacillus vaginalis DSM 5837 = ATCC 49540
BACT_1083	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium spiritivorum	Sphingobacterium spiritivorum ATCC 33300
BACT_431	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glucuronolyticum	Corynebacterium glucuronolyticum ATCC 51866
BACT_434	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium lipophiloflavum	Corynebacterium lipophiloflavum DSM 44291
BACT_512	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Enterococcus faecalis ATCC 29200
BACT_517	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium TX1330
BACT_1261	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas vasicola	Xanthomonas vasicola pv. vasculorum NCPPB 702
BACT_1260	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	Xanthomonas campestris pv. musacearum NCPPB 4381
BACT_938	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	Pseudomonas amygdali pv. tabaci str. ATCC 11528
BACT_897	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae	Alloprevotella tannerae ATCC 51259
BACT_1213	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	Veillonella dispar ATCC 17748
BACT_334	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella morbi	Catonella morbi ATCC 51271
BACT_487	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus	Dialister invisus DSM 15470
BACT_5	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	Abiotrophia defectiva ATCC 49176
BACT_391	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	Hungatella hathewayi DSM 13479
BACT_1072	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	Shuttleworthia satelles DSM 14600
BACT_720	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania ferrooxidans	Pseudogulbenkiania ferrooxidans 2002
BACT_513	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	Enterococcus faecalis EnGen0297
BACT_682	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rhamnosus	Lactobacillus rhamnosus LMS2-1
BACT_252	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti	Brucella ceti str. Cudo
BACT_485	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter	Dethiobacter alkaliphilus	Dethiobacter alkaliphilus AHT 1
BACT_652	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella oralis	Kingella oralis ATCC 51147
BACT_568	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum ATCC 33693
BACT_809	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sicca	Neisseria sicca ATCC 29256
BACT_1051	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena	Selenomonas sputigena ATCC 35185
BACT_892	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bergensis	Prevotella bergensis DSM 17361
BACT_1050	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia	Selenomonas noxia ATCC 43541
BACT_1247	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella paramesenteroides	Weissella paramesenteroides ATCC 33313
BACT_768	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris	Mobiluncus mulieris ATCC 35243
BACT_842	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sinus	Oribacterium sinus F0268
BACT_330	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	Cardiobacterium hominis ATCC 15826
BACT_612	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	Granulicatella adiacens ATCC 49175
BACT_1049	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas flueggei	Selenomonas flueggei ATCC 43531
BACT_523	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae ATCC 19414
BACT_661	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus antri	Lactobacillus antri DSM 16041
BACT_673	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	Lactobacillus iners DSM 13335
BACT_1116	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	Streptococcus salivarius SK126
BACT_1095	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	Staphylococcus hominis SK119
BACT_325	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga gingivalis	Capnocytophaga gingivalis ATCC 33624
